53.280827	77.4			
58	49.8	65	54.2	
6560				
100.740564	52	100.6931763	50.06964996	TRUE
100.6931763	50.06964996	100.5511281	48.14395038	TRUE
100.5511281	48.14395038	100.3147618	46.22754066	TRUE
100.3147618	46.22754066	99.98464488	44.32503664	TRUE
99.98464488	44.32503664	99.56157688	42.44102202	TRUE
99.56157688	42.44102202	99.04657316	40.58003762	TRUE
99.04657316	40.58003762	98.44087416	38.7465628	TRUE
98.44087416	38.7465628	97.74594074	36.94501702	TRUE
97.74594074	36.94501702	96.96344948	35.17974186	TRUE
96.96344948	35.17974186	96.09527862	33.45498622	TRUE
96.09527862	33.45498622	95.14352688	31.7749076	TRUE
95.14352688	31.7749076	94.1104828	30.14355324	TRUE
94.1104828	30.14355324	92.99863668	28.56485318	TRUE
92.99863668	28.56485318	91.81066638	27.04260844	TRUE
91.81066638	27.04260844	90.54943496	25.58049114	TRUE
90.54943496	25.58049114	89.21797908	24.18202092	TRUE
89.21797908	24.18202092	87.81950652	22.8505627	TRUE
87.81950652	22.8505627	86.3573892	21.58933362	TRUE
86.3573892	21.58933362	84.83514682	20.40136332	TRUE
84.83514682	20.40136332	83.2564444	19.28951485	TRUE
83.2564444	19.28951485	81.62509006	18.25647078	TRUE
81.62509006	18.25647078	79.94501026	17.30471903	TRUE
79.94501026	17.30471903	78.22025932	16.43655053	TRUE
78.22025932	16.43655053	76.4549818	15.65405927	TRUE
76.4549818	15.65405927	74.65343604	14.95912584	TRUE
74.65343604	14.95912584	72.8199612	14.35342684	TRUE
72.8199612	14.35342684	70.95897506	13.83842311	TRUE
70.95897506	13.83842311	69.07495984	13.41535277	TRUE
69.07495984	13.41535277	67.17246052	13.08523817	TRUE
67.17246052	13.08523817	65.25604932	12.84887188	TRUE
65.25604932	12.84887188	63.33034902	12.70682372	TRUE
63.33034902	12.70682372	61.39999828	12.65943604	TRUE
61.39999828	12.65943604	59.46964746	12.70682372	TRUE
59.46964746	12.70682372	57.54394716	12.84887188	TRUE
57.54394716	12.84887188	55.62753654	13.08523817	TRUE
55.62753654	13.08523817	53.72503664	13.41535511	TRUE
53.72503664	13.41535511	51.84102202	13.83842311	TRUE
51.84102202	13.83842311	49.98003528	14.35342918	TRUE
49.98003528	14.35342918	48.14656046	14.95912584	TRUE
48.14656046	14.95912584	46.34501468	15.65405927	TRUE
46.34501468	15.65405927	44.57974186	16.43655053	TRUE
44.57974186	16.43655053	42.85498272	17.30472137	TRUE
42.85498272	17.30472137	41.1749076	18.25647313	TRUE
41.1749076	18.25647313	39.54354856	19.28951954	TRUE
39.54354856	19.28951954	37.96485084	20.40136332	TRUE
37.96485084	20.40136332	36.4426108	21.58933128	TRUE
36.4426108	21.58933128	34.9804888	22.85056738	TRUE
34.9804888	22.85056738	33.58202092	24.18202092	TRUE
33.58202092	24.18202092	32.25056034	25.58049584	TRUE
32.25056034	25.58049584	30.98933128	27.0426108	TRUE
30.98933128	27.0426108	29.80135862	28.56486022	TRUE
29.80135862	28.56486022	28.68951486	30.1435556	TRUE
28.68951486	30.1435556	27.65647312	31.7749076	TRUE
27.65647312	31.7749076	26.70471668	33.45499092	TRUE
26.70471668	33.45499092	25.83655052	35.17974304	TRUE
25.83655052	35.17974304	25.05405458	36.94502406	TRUE
25.05405458	36.94502406	24.3591235	38.74656514	TRUE
24.3591235	38.74656514	23.75342684	40.58003528	TRUE
23.75342684	40.58003528	23.23842312	42.4410267	TRUE
23.23842312	42.4410267	22.81535276	44.32503722	TRUE
22.81535276	44.32503722	22.48523816	46.22754592	TRUE
22.48523816	46.22754592	22.24887188	48.14395214	TRUE
22.24887188	48.14395214	22.10682372	50.06965742	TRUE
22.10682372	50.06965742	22.05943604	52.00000344	TRUE
22.05943604	52.00000344	22.10682372	53.93034946	TRUE
22.10682372	53.93034946	22.24887188	55.8560546	TRUE
